Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Ft;Dpto;Fex_c_2011;Area
3835301;1;1;1;50;1;4; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;41;123,506764157337;41
3835301;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;41;123,506764157337;41
3835302;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;41;155,83008115982;41
3835303;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;41;130,242392922056;41
3835304;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;483,629409679508;76
3835304;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;483,629409679508;76
3835304;1;3;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;483,629409679508;76
3835305;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1031,37390735373;76
3835305;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1031,37390735373;76
3835305;1;3;1;50;1;2; ;3;6;DELIGENCIAS;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1031,37390735373;76
3835305;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1031,37390735373;76
3835305;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1031,37390735373;76
3835306;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1143,92377915078;76
3835306;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1143,92377915078;76
3835306;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1143,92377915078;76
3835307;1;1;1;50;1; ; ;1;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;10;1;76;763,499144727854;76
3835308;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;763,499144727854;76
3835309;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;533,245044361624;76
3835309;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;5; ;2; ;2; ; ;10;1;76;533,245044361624;76
3835309;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;533,245044361624;76
3835310;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;569,102019425256;76
3835310;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;569,102019425256;76
3835311;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;569,102019425256;76
3835311;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;569,102019425256;76
3835313;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;772,861694056418;76
3835314;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1143,92377915078;76
3835314;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1143,92377915078;76
3835314;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1143,92377915078;76
3835315;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1233,26162090539;76
3835315;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1233,26162090539;76
3835316;1;1;1;50;1; ; ;1;6;DE VACACIONES;2;2;2;2;1;13;NO ES UNA NECESIDAD; ; ; ; ; ;10;1;76;569,102019425256;76
3835316;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;569,102019425256;76
3835317;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1186,80167213924;76
3835317;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1186,80167213924;76
3835317;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1186,80167213924;76
3835318;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;569,102019425256;76
3835318;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;569,102019425256;76
3835319;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1648,82128479954;76
3835319;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;10;1;76;1648,82128479954;76
3835319;1;3;1;50;1; ; ;3;6;DILIGENCIAS PERSONALES;2;2;2;2;1;6; ;2; ;1;4;1;10;1;76;1648,82128479954;76
3835319;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1648,82128479954;76
3835319;1;5;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;10;1;76;1648,82128479954;76
3835319;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1648,82128479954;76
3835320;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1599,73513308487;76
3835320;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1599,73513308487;76
3835320;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1599,73513308487;76
3835321;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;2211,01415697836;76
3835321;1;2;1;50;1; ; ;2;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;2211,01415697836;76
3835322;1;1;1;50;1; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1707,30605827577;76
3835322;1;2;1;50;1; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1707,30605827577;76
3835323;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;3560,40501641773;76
3835323;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;3560,40501641773;76
3835323;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;3560,40501641773;76
3835324;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;763,499144727854;76
3835325;1;1;1;50;1; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;483,629409679508;76
3835325;1;2;1;50;1; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;483,629409679508;76
3835325;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;483,629409679508;76
3835325;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;483,629409679508;76
3835325;1;5;1;50;1;3; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;483,629409679508;76
3835326;1;1;1;50;1; ; ;1;6;VIAJANDO;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;763,499144727854;76
3835327;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1317,45050581467;76
3835327;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1317,45050581467;76
3835328;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;701,147743929153;76
3835328;1;2;1;50;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;701,147743929153;76
3835328;1;3;1;50;1;3; ;3;6;EJERCICIO;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;701,147743929153;76
3835329;1;1;1;50;1;2; ;1;6;DESCANSANDO;2;2;2;1; ; ; ; ; ; ; ;1;10;1;18;62,6132886714612;18
3835329;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;62,6132886714612;18
3835329;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;62,6132886714612;18
3835329;1;4;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;62,6132886714612;18
3835330;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;51,8093281672554;18
3835330;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;51,8093281672554;18
3835330;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;10;1;18;51,8093281672554;18
3835330;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;51,8093281672554;18
3835331;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;48,1219749784761;18
3835331;1;2;1;50;1; ; ;2;6;VIAJANDO;2;2;2;2;1;6; ;2; ;1;4;1;10;1;18;48,1219749784761;18
3835331;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;48,1219749784761;18
3835332;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;225,322791503425;52
3835332;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;52;225,322791503425;52
3835332;1;4;1;50;1; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;52;225,322791503425;52
3835333;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;52;155,961825770246;52
3835334;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;230,516800693111;52
3835334;1;3;1;50;1; ; ;3;4; ;2;2;2;2;1;11; ; ; ; ; ; ;10;1;52;230,516800693111;52
3835334;1;4;1;50;1;1; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;2;10;1;52;230,516800693111;52
3835335;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;52;134,52308502585;52
3835335;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;52;134,52308502585;52
3835335;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;134,52308502585;52
3835335;1;4;1;50;1; ; ;1;6;MIRAR TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;10;1;52;134,52308502585;52
3835335;1;5;1;50;1;1; ;5;3; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;52;134,52308502585;52
3835336;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;248,597272176551;52
3835336;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;248,597272176551;52
3835337;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;175,840906411616;52
3835338;1;1;1;50;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;10;1;52;221,946945415182;52
3835339;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;52;220,538939458678;52
3835340;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;52;227,107107717951;52
3835341;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;52;116,048726457102;52
3835341;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;52;116,048726457102;52
3835341;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;116,048726457102;52
3835342;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;227,107107717951;52
3835343;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;167,145696789628;52
3835343;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;167,145696789628;52
3835344;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;10;1;52;160,577528530355;52
3835344;1;2;1;50;1; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;10;1;52;160,577528530355;52
3835345;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;241,995257030361;52
3835345;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;10;1;52;241,995257030361;52
3835346;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;10;1;52;214,349283652138;52
3835347;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;160,577528530355;52
3835347;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;52;160,577528530355;52
3835348;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;160,577528530355;52
3835348;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;52;160,577528530355;52
3835349;1;1;1;50;1;7;POLITICA;1;3; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;52;183,818162316564;52
3835350;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;52;197,676818125202;52
3835350;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;52;197,676818125202;52
3835351;1;1;1;50;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;18;66,6785792362747;18
3835351;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;18;66,6785792362747;18
3835352;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;47,2985609246311;18
3835352;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;47,2985609246311;18
3835352;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;47,2985609246311;18
3835353;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;40,7585813394297;18
3835353;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;40,7585813394297;18
3835353;1;3;1;50;1; ; ;2;4; ;2;2;2;2;1;8; ;2; ;2; ; ;10;1;18;40,7585813394297;18
3835353;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;40,7585813394297;18
3835353;1;5;1;50;1; ; ;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ;10;1;18;40,7585813394297;18
3835354;1;1;1;50;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;18;48,1219749784761;18
3835354;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;48,1219749784761;18
3835354;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;48,1219749784761;18
3835355;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;83,2997414462997;18
3835355;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;83,2997414462997;18
3835355;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;18;83,2997414462997;18
3835356;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;73,2932774955625;18
3835356;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;18;73,2932774955625;18
3835357;1;1;1;50;1;2; ;1;6;CAMBIO DE VIVIENDA;2;2;2;1; ; ; ; ; ; ; ;1;10;1;18;64,5775464369545;18
3835358;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;18;62,425936086552;18
3835359;1;1;1;50;1; ; ;1;6;DESCANSANDO;2;2;2;2;1;8; ;1;2; ; ; ;10;1;18;72,5057736700891;18
3835359;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10;1;18;72,5057736700891;18
3835359;1;3;1;50;1; ; ;3;3; ;2;1; ; ; ; ; ; ; ; ; ; ;10;1;18;72,5057736700891;18
3835359;1;4;1;50;1;1; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;18;72,5057736700891;18
