DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6290,P6290S1,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,DPTO,fex_c_2011
636106,1,4,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,72.174.844.503.426
636108,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,689.281.056.172.686
636108,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,689.281.056.172.686
636110,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,708.055.350.835.748
636110,1,2,5,50,2,4,,2,2,2,2,,,1,10,,,,,,,5,708.055.350.835.748
636110,1,3,5,50,3,2,,2,2,2,1,1,,,,,,,,,1,5,708.055.350.835.748
636112,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,899.788.964.300.752
636112,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,899.788.964.300.752
636113,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,858.181.138.448.469
636113,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,858.181.138.448.469
636113,1,3,5,50,3,4,,2,2,2,2,,,2,,,,,,,,5,858.181.138.448.469
636113,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,858.181.138.448.469
636115,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,730.553.152.239.135
636115,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,730.553.152.239.135
636115,1,3,5,50,1,3,,2,2,2,2,,,2,,,,,,,,5,730.553.152.239.135
636116,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,736.740.978.928.912
636116,1,2,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,736.740.978.928.912
636117,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,821.337.960.841.186
636117,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,821.337.960.841.186
636117,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,821.337.960.841.186
636118,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,755.015.354.671.768
636119,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636119,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636122,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,76.663.674.803.977
636122,1,2,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,76.663.674.803.977
636124,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,843.300.422.843.748
636124,1,2,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,843.300.422.843.748
636125,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,739.780.041.252.613
636125,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,739.780.041.252.613
636125,1,3,5,50,3,4,,2,2,2,2,,,1,13,FALTA  BACHILLER,,,,,,5,739.780.041.252.613
636125,1,5,5,50,5,2,,2,2,2,1,2,,,,,,,,,1,5,739.780.041.252.613
636127,1,1,5,50,1,4,,2,2,2,1,1,,,,,,,,,1,5,847.119.843.031.528
636127,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,847.119.843.031.528
636127,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,847.119.843.031.528
636128,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,762.220.489.403.283
636128,1,2,5,50,2,3,,2,2,2,2,,,1,12,,,,,,,5,762.220.489.403.283
636129,1,1,5,50,1,6,DESCANSAR  EN LA  CASA,2,2,2,2,,,2,,,,,,,,5,811.662.314.276.714
636129,1,2,5,50,2,6,CUIDANDO UNA HIJA  EN EL  HOSPITAL,2,2,2,2,,,2,,,,,,,,5,811.662.314.276.714
636129,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,811.662.314.276.714
636129,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,811.662.314.276.714
636129,1,5,5,50,4,3,,2,2,2,2,,,2,,,,,,,,5,811.662.314.276.714
636131,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,840.812.317.956.702
636131,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,840.812.317.956.702
636132,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,742.423.544.510.327
636132,1,2,5,50,1,3,,2,2,2,2,,,2,,,,,,,,5,742.423.544.510.327
636134,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,748.581.967.587.671
636134,1,2,5,50,2,4,,1,,,,,,,,,,,,,,5,748.581.967.587.671
636135,1,1,5,50,1,6,VUELTAS PERSONALES,2,2,2,2,,,1,8,,1,2,,,,5,853.750.519.003.787
636135,1,2,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,853.750.519.003.787
636136,1,1,5,50,4,1,,,,,,,,,,,,,,,,5,807.323.566.992.282
636136,1,2,5,50,4,1,,,,,,,,,,,,,,,,5,807.323.566.992.282
636136,1,4,5,50,4,4,,2,2,2,1,2,,,,,,,,,1,5,807.323.566.992.282
636138,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,692.927.717.639.348
636138,1,2,5,50,1,3,,2,2,2,2,,,2,,,,,,,,5,692.927.717.639.348
636139,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,106.645.862.593.026
636139,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,106.645.862.593.026
636139,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,106.645.862.593.026
636139,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,106.645.862.593.026
636139,1,5,5,50,5,1,,,,,,,,,,,,,,,,5,106.645.862.593.026
636139,1,6,5,50,6,1,,,,,,,,,,,,,,,,5,106.645.862.593.026
636139,1,7,5,50,1,6,PASEAR,2,2,2,1,1,,,,,,,,,1,5,106.645.862.593.026
636143,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,719.532.615.186.923
636143,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,719.532.615.186.923
636143,1,3,5,50,3,3,,2,2,2,2,,,1,2,,1,2,,,,5,719.532.615.186.923
636143,1,4,5,50,4,3,,2,2,2,2,,,2,,,,,,,,5,719.532.615.186.923
636144,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,746.844.309.907.857
636144,1,2,5,50,2,6,LEYENDO,2,2,2,2,,,2,,,,,,,,5,746.844.309.907.857
636144,1,3,5,50,3,5,,,,,,,,,,,,,,,,5,746.844.309.907.857
636145,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,701.087.689.588.612
636147,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,89.532.727.031.199
636147,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,89.532.727.031.199
636147,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,89.532.727.031.199
636147,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,89.532.727.031.199
636147,1,5,5,50,5,3,,2,2,2,2,,,2,,,,,,,,5,89.532.727.031.199
636147,1,6,5,50,6,3,,2,2,2,2,,,2,,,,,,,,5,89.532.727.031.199
636148,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,671.016.039.815.984
636148,1,2,5,50,1,4,,2,2,2,1,2,,,,,,,,,1,5,671.016.039.815.984
636149,1,1,5,50,1,6,CAMINAR,2,2,2,2,,,2,,,,,,,,5,792.126.996.300.796
636149,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,792.126.996.300.796
636149,1,3,5,50,3,6,ENFERMA,2,2,2,2,,,2,,,,,,,,5,792.126.996.300.796
636149,1,6,5,50,2,1,,,,,,,,,,,,,,,,5,792.126.996.300.796
636149,1,7,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,792.126.996.300.796
636150,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,969.657.115.000.504
636150,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,969.657.115.000.504
636150,1,4,5,50,1,1,,,,,,,,,,,,,,,,5,969.657.115.000.504
636150,1,5,5,50,5,1,,,,,,,,,,,,,,,,5,969.657.115.000.504
636151,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,719.532.615.186.923
636151,1,2,5,50,2,6,INCAPACITADO,2,1,,,,,,,,,,,,,5,719.532.615.186.923
636151,1,3,5,50,3,2,,2,2,2,1,1,,,,,,,,,1,5,719.532.615.186.923
636151,1,4,5,50,1,6,VUELTAS PERSONALES,2,2,2,2,,,2,,,,,,,,5,719.532.615.186.923
636153,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,755.153.592.052.669
636153,1,2,5,50,2,4,,2,2,2,1,2,,,,,,,,,1,5,755.153.592.052.669
636153,1,3,5,50,3,4,,2,2,2,1,1,,,,,,,,,1,5,755.153.592.052.669
636154,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,639.742.977.499.331
636154,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,639.742.977.499.331
636154,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,639.742.977.499.331
636155,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,72.174.844.503.426
636155,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,72.174.844.503.426
636155,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,72.174.844.503.426
636155,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,72.174.844.503.426
636157,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,760.457.312.857.028
636157,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,760.457.312.857.028
636157,1,3,5,50,1,3,,2,2,2,2,,,2,,,,,,,,5,760.457.312.857.028
636159,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,750.028.791.020.765
636159,1,2,5,50,2,4,,1,,,,,,,,,,,,,,5,750.028.791.020.765
636160,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,73.689.303.417.247
636160,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,73.689.303.417.247
636160,1,3,5,50,3,4,,2,2,2,1,6,,,,,,,,,2,5,73.689.303.417.247
636162,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636162,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636163,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,768.289.348.900.964
636163,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,768.289.348.900.964
636167,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636167,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636169,1,1,5,50,1,2,,2,2,2,1,2,,,,,,,,,1,5,673.313.358.091.433
636169,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,673.313.358.091.433
636169,1,3,5,50,1,3,,2,2,2,2,,,2,,,,,,,,5,673.313.358.091.433
636169,1,4,5,50,1,3,,1,,,,,,,,,,,,,,5,673.313.358.091.433
636171,1,1,5,50,1,6,VER TV,2,2,2,2,,,2,,,,,,,,5,761.020.541.843.172
636171,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,761.020.541.843.172
636171,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,761.020.541.843.172
636172,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,736.140.572.205.928
636172,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,736.140.572.205.928
636172,1,3,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,736.140.572.205.928
636172,1,4,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,736.140.572.205.928
636173,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,808.733.351.566.672
636173,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,808.733.351.566.672
636173,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,808.733.351.566.672
636175,1,1,5,50,1,6,COSIENDO    PANTALON  PARA  MI,2,2,2,2,,,2,,,,,,,,5,901.284.659.027.025
636175,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,901.284.659.027.025
636175,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,901.284.659.027.025
636175,1,4,5,50,4,2,,2,2,2,1,1,,,,,,,,,1,5,901.284.659.027.025
636177,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,825.031.670.122.842
636177,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,825.031.670.122.842
636178,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,868.161.173.464.359
636178,1,2,5,50,2,4,,2,2,2,1,1,,,,,,,,,1,5,868.161.173.464.359
636180,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,812.528.690.176.526
636180,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,812.528.690.176.526
636181,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,843.300.422.843.748
636181,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,843.300.422.843.748
636182,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,763.270.865.372.966
636182,1,2,5,50,2,2,,2,2,2,1,1,,,,,,,,,1,5,763.270.865.372.966
636183,1,1,5,50,1,2,,2,2,2,1,1,,,,,,,,,1,5,814.319.002.267.483
636183,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,814.319.002.267.483
636184,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,754.424.193.524.329
636184,1,2,5,50,2,2,,2,2,2,1,1,,,,,,,,,1,5,754.424.193.524.329
636184,1,6,5,50,6,6,CUIDAR  NIETOS,2,2,2,2,,,2,,,,,,,,5,754.424.193.524.329
636186,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,737.092.339.295.958
636186,1,3,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,737.092.339.295.958
636188,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,699.865.222.709.122
636188,1,2,5,50,2,6,JUGAR  CON MI  HIJA,2,2,2,1,2,,,,,,,,,1,5,699.865.222.709.122
636189,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,821.397.610.952.251
636189,1,2,5,50,1,6,ESTA  DONDE  LA  MAMA  PORQUE  ESTAN  ENOJADOS  PERO VIENE  PRONTO,2,2,2,1,1,,,,,,,,,1,5,821.397.610.952.251
636190,1,1,5,50,1,6,VER  TV,2,2,2,2,,,2,,,,,,,,5,776.136.835.457.988
636190,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,776.136.835.457.988
636191,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,747.797.799.281.034
636191,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,747.797.799.281.034
636191,1,3,5,50,1,6,HACER LOS MANDADOS EN LA CASA,2,2,2,2,,,1,13,TIENE PROBLEMAS MENTALES  DESDE  RECIEN NACIDO,,,,,,5,747.797.799.281.034
636191,2,1,5,50,1,1,,,,,,,,,,,,,,,,5,747.797.799.281.034
636191,2,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,747.797.799.281.034
636191,2,4,5,50,4,1,,,,,,,,,,,,,,,,5,747.797.799.281.034
636191,2,5,5,50,5,1,,,,,,,,,,,,,,,,5,747.797.799.281.034
636191,3,1,5,50,1,1,,,,,,,,,,,,,,,,5,747.797.799.281.034
636191,3,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,747.797.799.281.034
636194,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,687.623.996.834.989
636194,1,2,5,50,1,3,,2,2,2,2,,,2,,,,,,,,5,687.623.996.834.989
636195,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,801.382.010.527.133
636195,1,2,5,50,2,2,,2,2,2,1,2,,,,,,,,,1,5,801.382.010.527.133
636196,1,1,5,50,2,1,,,,,,,,,,,,,,,,5,854.771.796.863.636
636196,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,854.771.796.863.636
636196,1,3,5,50,2,1,,,,,,,,,,,,,,,,5,854.771.796.863.636
636197,1,1,5,50,1,6,ACTIVIDADES  DE  LA TERCERA  EDAD,2,2,2,2,,,2,,,,,,,,5,860.274.387.694.674
636197,1,2,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,860.274.387.694.674
636197,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,860.274.387.694.674
636198,1,1,5,50,2,6,ANDAR LA  CALLE CON LOS  AMIGOS,2,2,2,2,,,2,,,,,,,,5,762.673.142.704.366
636198,1,2,5,50,2,6,LA OPERARON,2,2,2,2,,,1,11,,,,,,,5,762.673.142.704.366
636198,1,3,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,762.673.142.704.366
636200,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,730.836.851.401.569
636200,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,730.836.851.401.569
636200,1,3,5,50,2,3,,2,2,2,2,,,1,12,,,,,,,5,730.836.851.401.569
636200,1,4,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,730.836.851.401.569
636201,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,771.761.549.071.674
636201,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,771.761.549.071.674
636201,1,3,5,50,3,3,,2,2,2,2,,,2,,,,,,,,5,771.761.549.071.674
636202,1,1,5,50,3,1,,,,,,,,,,,,,,,,5,861.202.822.112.718
636202,1,2,5,50,3,1,,,,,,,,,,,,,,,,5,861.202.822.112.718
636202,1,3,5,50,3,6,HABLAR  POR INTERNET,2,2,2,2,,,2,,,,,,,,5,861.202.822.112.718
636202,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,861.202.822.112.718
636203,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,700.328.172.375.592
636203,1,2,5,50,2,2,,2,2,2,1,2,,,,,,,,,1,5,700.328.172.375.592
636204,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,68.311.190.426.063
636204,1,2,5,50,2,4,,1,,,,,,,,,,,,,,5,68.311.190.426.063
636204,1,3,5,50,3,2,,2,2,2,1,1,,,,,,,,,1,5,68.311.190.426.063
636204,1,4,5,50,2,3,,2,2,2,2,,,1,12,,,,,,,5,68.311.190.426.063
636204,1,5,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,68.311.190.426.063
636204,1,6,5,50,6,1,,,,,,,,,,,,,,,,5,68.311.190.426.063
636204,1,7,5,50,7,1,,,,,,,,,,,,,,,,5,68.311.190.426.063
636204,1,8,5,50,8,1,,,,,,,,,,,,,,,,5,68.311.190.426.063
636205,1,1,5,50,2,1,,,,,,,,,,,,,,,,5,705.140.488.015.256
636205,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,705.140.488.015.256
636205,1,3,5,50,3,2,,2,2,2,1,1,,,,,,,,,1,5,705.140.488.015.256
636205,1,5,5,50,5,1,,,,,,,,,,,,,,,,5,705.140.488.015.256
636206,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,720.408.329.565.306
636206,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,720.408.329.565.306
636206,1,3,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,720.408.329.565.306
636207,1,1,5,50,1,2,,2,2,2,1,1,,,,,,,,,1,5,655.494.827.149.428
636207,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,655.494.827.149.428
636207,1,3,5,50,2,1,,,,,,,,,,,,,,,,5,655.494.827.149.428
636207,1,5,5,50,5,6,VISITANDO EL  MEDICO,2,2,2,2,,,2,,,,,,,,5,655.494.827.149.428
636207,1,6,5,50,1,4,,2,2,2,1,1,,,,,,,,,1,5,655.494.827.149.428
636209,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,573.434.401.835.152
636209,1,2,5,50,2,2,,2,2,2,1,1,,,,,,,,,1,5,573.434.401.835.152
636209,1,5,5,50,5,3,,2,2,2,1,2,,,,,,,,,1,5,573.434.401.835.152
636210,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,717.244.458.290.448
636212,1,1,5,50,1,2,,2,2,2,1,3,,,,,,,,,1,5,701.087.689.588.612
636213,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636213,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,817.989.967.546.138
636214,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,10.057.743.191.746
636214,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,10.057.743.191.746
636214,1,3,5,50,2,1,,,,,,,,,,,,,,,,5,10.057.743.191.746
636214,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,10.057.743.191.746
636214,1,5,5,50,5,2,,2,2,2,1,1,,,,,,,,,1,5,10.057.743.191.746
636217,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,652.003.019.969.242
636217,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,652.003.019.969.242
636217,1,3,5,50,3,1,,,,,,,,,,,,,,,,5,652.003.019.969.242
636219,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,780.537.470.046.743
636219,1,2,5,50,1,6,PASEO,2,1,,,,,,,,,,,,,5,780.537.470.046.743
636219,1,3,5,50,1,1,,,,,,,,,,,,,,,,5,780.537.470.046.743
636219,1,4,5,50,1,1,,,,,,,,,,,,,,,,5,780.537.470.046.743
636220,1,1,5,50,2,1,,,,,,,,,,,,,,,,5,76.663.674.803.977
636220,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,76.663.674.803.977
636222,1,1,5,50,2,1,,,,,,,,,,,,,,,,5,674.358.830.863.297
636222,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,674.358.830.863.297
636222,1,3,5,50,2,1,,,,,,,,,,,,,,,,5,674.358.830.863.297
636225,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,863.747.766.007.827
636225,1,2,5,50,2,6,INCAPACITADO,2,1,,,,,,,,,,,,,5,863.747.766.007.827
636226,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,889.791.717.296.713
636226,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,889.791.717.296.713
636228,1,1,5,50,1,6,VER TV,1,,,,,,,,,,,,,,5,841.818.118.814.803
636228,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,841.818.118.814.803
636228,1,3,5,50,2,3,,2,2,2,2,,,2,,,,,,,,5,841.818.118.814.803
636229,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,836.427.701.760.135
636229,1,2,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,836.427.701.760.135
636229,1,3,5,50,1,1,,,,,,,,,,,,,,,,5,836.427.701.760.135
636230,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,744.923.704.491.249
636230,1,2,5,50,1,3,,2,2,2,2,,,2,,,,,,,,5,744.923.704.491.249
636231,1,1,5,50,1,6,CAMINAR,2,2,2,2,,,2,,,,,,,,5,831.972.375.544.906
636231,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,831.972.375.544.906
636231,1,3,5,50,3,2,,2,2,2,1,3,,,,,,,,,1,5,831.972.375.544.906
636233,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,758.606.822.113.733
636233,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,758.606.822.113.733
636233,1,3,5,50,2,1,,,,,,,,,,,,,,,,5,758.606.822.113.733
636234,1,1,5,50,1,4,,1,,,,,,,,,,,,,,5,751.166.383.255.926
636235,1,1,5,50,1,6,INCAPACITADO TEMPORALMENTE,2,1,,,,,,,,,,,,,5,872.698.771.499.055
636236,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,746.844.309.907.857
636236,1,2,5,50,2,6,VER TV,2,2,2,2,,,2,,,,,,,,5,746.844.309.907.857
636236,1,3,5,50,3,6,REZAR ESCUCHAR NOTICIAS,2,2,2,2,,,2,,,,,,,,5,746.844.309.907.857
636237,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,701.087.689.588.612
636238,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,762.220.489.403.283
636238,1,2,5,50,2,6,CAPACITACONES,2,2,2,1,2,,,,,,,,,1,5,762.220.489.403.283
636239,1,1,5,50,2,6,INCAPACITADO TEMPORALMENTE,2,1,,,,,,,,,,,,,5,87.643.115.639.651
636239,1,2,5,50,2,4,,2,2,2,2,,,2,,,,,,,,5,87.643.115.639.651
636239,1,4,5,50,4,1,,,,,,,,,,,,,,,,5,87.643.115.639.651
636241,1,1,5,50,1,4,,2,2,2,2,,,2,,,,,,,,5,788.697.441.996.007
636241,1,2,5,50,2,2,,2,2,2,1,2,,,,,,,,,1,5,788.697.441.996.007
636241,1,3,5,50,2,1,,,,,,,,,,,,,,,,5,788.697.441.996.007
636242,1,1,5,50,1,1,,,,,,,,,,,,,,,,5,737.344.222.489.639
636242,1,2,5,50,2,1,,,,,,,,,,,,,,,,5,737.344.222.489.639
