DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
612023;1;1;13;50;1;4;;1;;;;;;;;;;;;;;13;151.331.019.946.419
612023;1;2;13;50;2;5;;;;;;;;;;;;;;;;13;151.331.019.946.419
612023;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;151.331.019.946.419
612023;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;151.331.019.946.419
612023;1;5;13;50;5;3;;2;2;2;2;;;2;;;;;;;;13;151.331.019.946.419
612024;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;447.750.916.961.557
612024;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;447.750.916.961.557
612026;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;344.097.146.992.964
612026;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;344.097.146.992.964
612026;1;3;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;344.097.146.992.964
612027;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;271.038.070.661.042
612027;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;271.038.070.661.042
612029;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;313.359.804.651.201
612029;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;313.359.804.651.201
612031;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;565.073.778.550.686
612031;1;2;13;50;2;2;;2;2;2;1;3;;;;;;;;;1;13;565.073.778.550.686
612032;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;590.090.048.162.024
612032;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;590.090.048.162.024
612033;1;1;13;50;1;4;;1;;;;;;;;;;;;;;13;252.333.947.866.526
612033;1;2;13;50;2;2;;2;2;2;1;1;;;;;;;;;1;13;252.333.947.866.526
612033;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;252.333.947.866.526
612035;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;254.396.265.107.107
612035;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
612035;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
612035;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
612036;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;300.529.727.792.046
612036;1;2;13;50;2;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;300.529.727.792.046
612036;1;3;13;50;3;2;;2;2;2;1;1;;;;;;;;;1;13;300.529.727.792.046
612036;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;300.529.727.792.046
612040;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;206.200.485.181.587
612040;1;2;13;50;2;2;;2;2;2;1;1;;;;;;;;;1;13;206.200.485.181.587
612040;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;206.200.485.181.587
612041;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;228.234.030.219.847
612041;1;2;13;50;1;3;;2;2;2;2;;;2;;;;;;;;13;228.234.030.219.847
612042;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;360.495.948.712.304
612042;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;360.495.948.712.304
612043;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;261.746.096.194.511
612043;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;261.746.096.194.511
612043;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;261.746.096.194.511
612043;1;4;13;50;4;2;;2;2;2;1;2;;;;;;;;;1;13;261.746.096.194.511
612046;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;256.458.582.347.687
612046;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;256.458.582.347.687
612046;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;256.458.582.347.687
612046;1;4;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;256.458.582.347.687
612046;1;5;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;256.458.582.347.687
612047;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;303.374.190.752.362
612047;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;303.374.190.752.362
612047;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;303.374.190.752.362
612048;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;284.326.174.310.524
612048;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;284.326.174.310.524
612048;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;284.326.174.310.524
612048;1;6;13;50;6;4;;2;2;2;2;;;2;;;;;;;;13;284.326.174.310.524
612049;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;25.929.007.139.523
612049;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;25.929.007.139.523
612049;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;25.929.007.139.523
612049;1;4;13;50;4;4;;2;2;2;2;;;2;;;;;;;;13;25.929.007.139.523
612050;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;280.240.634.776.855
612050;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;280.240.634.776.855
612050;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;280.240.634.776.855
612051;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;218.248.416.321.007
612051;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;218.248.416.321.007
612051;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;218.248.416.321.007
612052;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;254.396.265.107.107
612052;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
612052;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
612052;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
612116;1;1;17;50;1;6;DEPORTE;2;1;;;;;;;;;;;;;17;129.437.673.182.883
612116;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;129.437.673.182.883
612117;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;21.660.671.811.192
612117;1;2;17;50;1;3;;2;2;2;2;;;2;;;;;;;;17;21.660.671.811.192
612117;1;3;17;50;1;3;;2;2;2;2;;;2;;;;;;;;17;21.660.671.811.192
612118;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;15.599.229.086.996
612118;1;2;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;15.599.229.086.996
612119;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;145.000.412.777.313
612119;1;2;17;50;2;6;PASEAR;2;1;;;;;;;;;;;;;17;145.000.412.777.313
612120;1;1;17;50;1;6;DILIGENCIAS PERSONALES;2;2;2;2;;;2;;;;;;;;17;152.900.312.109.187
612120;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;152.900.312.109.187
612120;1;4;17;50;4;4;;2;2;2;2;;;2;;;;;;;;17;152.900.312.109.187
612121;1;1;17;50;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;17;131.758.997.403.951
612121;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;131.758.997.403.951
612121;1;3;17;50;3;6;DILIGENCIAS PERSONALES;2;2;2;2;;;2;;;;;;;;17;131.758.997.403.951
612121;1;4;17;50;4;4;;2;2;2;2;;;2;;;;;;;;17;131.758.997.403.951
612122;1;1;17;50;1;6;DILEGENCIAS PERSONALES;2;2;2;2;;;2;;;;;;;;17;179.394.117.181.663
612122;1;2;17;50;2;6;CAMINAR;2;2;2;2;;;2;;;;;;;;17;179.394.117.181.663
612122;1;3;17;50;1;3;;2;2;2;2;;;2;;;;;;;;17;179.394.117.181.663
612123;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;214.426.578.670.647
612123;1;2;17;50;2;4;;1;;;;;;;;;;;;;;17;214.426.578.670.647
612123;1;3;17;50;2;3;;2;2;2;2;;;1;12;;;;;;;17;214.426.578.670.647
612124;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;14.781.930.930.322
612125;1;1;17;50;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;17;145.000.412.777.313
612125;1;2;17;50;2;6;CAMINAR;2;2;2;2;;;2;;;;;;;;17;145.000.412.777.313
612126;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;174.373.926.990.296
612127;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;196.491.266.857.939
612127;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;196.491.266.857.939
612128;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;170.487.978.744.091
612128;1;2;17;50;2;4;;1;;;;;;;;;;;;;;17;170.487.978.744.091
612128;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;170.487.978.744.091
612128;1;4;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;170.487.978.744.091
612129;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;214.426.578.670.647
612129;1;2;17;50;2;4;;1;;;;;;;;;;;;;;17;214.426.578.670.647
612129;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;214.426.578.670.647
612130;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;188.262.070.562.118
612130;1;2;17;50;2;6;DESCANSAR;1;;;;;;;;;;;;;;17;188.262.070.562.118
612131;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;154.475.910.460.077
612131;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;154.475.910.460.077
612132;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;150.589.962.213.872
612132;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;150.589.962.213.872
612132;1;3;17;50;3;1;;;;;;;;;;;;;;;;17;150.589.962.213.872
612132;1;4;17;50;1;3;;2;2;2;2;;;1;12;;;;;;;17;150.589.962.213.872
612132;1;5;17;50;1;3;;2;2;2;2;;;2;;;;;;;;17;150.589.962.213.872
612133;1;1;17;50;1;4;;2;2;2;2;;;2;;;;;;;;17;125.236.032.753.398
612133;1;2;17;50;2;6;DESCANSAR;2;2;2;1;1;;;;;;;;;1;17;125.236.032.753.398
612134;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;157.101.952.538.672
612134;1;2;17;50;2;4;;2;2;2;2;;;1;10;;;;;;;17;157.101.952.538.672
612134;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;157.101.952.538.672
612135;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;154.475.910.460.077
612135;1;2;17;50;2;6;PASEAR;2;2;2;1;2;;;;;;;;;1;17;154.475.910.460.077
612136;1;1;17;50;1;6;SALIR A CAMINAR;2;2;2;2;;;2;;;;;;;;17;145.000.412.777.313
612136;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;145.000.412.777.313
612137;1;1;17;50;1;6;ACTIVIDADES VOLUNTARIAS;2;2;2;2;;;2;;;;;;;;17;157.912.531.186.727
612138;1;1;17;50;1;6;LEER;2;2;2;2;;;2;;;;;;;;17;145.134.049.283.618
612139;1;1;17;50;1;6;EN  LA   CASA;2;2;2;2;;;2;;;;;;;;17;145.134.049.283.618
612140;1;1;17;50;1;2;;2;2;2;1;2;;;;;;;;;1;17;145.134.049.283.618
612141;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;113.510.997.789.919
612141;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;113.510.997.789.919
612141;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;113.510.997.789.919
612141;1;4;17;50;4;4;;2;2;2;2;;;2;;;;;;;;17;113.510.997.789.919
612142;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;228.202.714.454.614
612142;1;2;17;50;1;3;;2;2;2;2;;;2;;;;;;;;17;228.202.714.454.614
612142;1;4;17;50;4;2;;2;2;2;1;2;;;;;;;;;1;17;228.202.714.454.614
612143;1;1;17;50;1;2;;2;2;2;1;2;;;;;;;;;1;17;188.869.614.864.428
612143;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;188.869.614.864.428
612143;1;3;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;188.869.614.864.428
612144;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;227.205.060.573.756
612144;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;227.205.060.573.756
612144;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;227.205.060.573.756
612145;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;173.114.020.822.685
612145;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;173.114.020.822.685
612145;1;3;17;50;3;3;;2;2;2;2;;;2;;;;;;;;17;173.114.020.822.685
612145;1;4;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;173.114.020.822.685
612145;1;5;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;173.114.020.822.685
612146;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;14.781.930.930.322
612147;1;1;17;50;1;6;LEER-PASEAR;2;2;2;2;;;2;;;;;;;;17;145.134.049.283.618
612148;1;1;17;50;1;4;;2;2;2;2;;;2;;;;;;;;17;168.770.772.773.069
612148;1;2;17;50;1;3;;2;2;2;2;;;2;;;;;;;;17;168.770.772.773.069
612151;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;108.370.777.042.944
612151;1;2;17;50;2;4;;2;2;1;;;;;;;;;;;;17;108.370.777.042.944
612151;1;3;17;50;1;5;;;;;;;;;;;;;;;;17;108.370.777.042.944
612152;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;136.094.274.339.741
612152;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;136.094.274.339.741
612152;1;3;17;50;2;5;;;;;;;;;;;;;;;;17;136.094.274.339.741
612153;1;1;17;50;1;2;;2;2;2;1;2;;;;;;;;;1;17;144.671.115.813.366
612153;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;144.671.115.813.366
612153;1;4;17;50;4;6;CAMINANDO;2;2;2;2;;;2;;;;;;;;17;144.671.115.813.366
612154;1;1;17;50;1;6;ACTIVIDADES DE LA TERCERA EDAD;2;2;2;2;;;2;;;;;;;;17;145.134.049.283.618
612155;1;1;17;50;1;4;;2;2;2;2;;;2;;;;;;;;17;159.629.737.157.749
612155;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;159.629.737.157.749
612155;1;3;17;50;3;1;;;;;;;;;;;;;;;;17;159.629.737.157.749
612156;1;1;17;50;1;4;;2;2;2;2;;;2;;;;;;;;17;119.365.605.523.561
612156;1;2;17;50;2;2;;2;2;2;1;2;;;;;;;;;1;17;119.365.605.523.561
612156;1;3;17;50;3;1;;;;;;;;;;;;;;;;17;119.365.605.523.561
612156;1;4;17;50;1;5;;;;;;;;;;;;;;;;17;119.365.605.523.561
612156;1;5;17;50;1;3;;2;2;2;2;;;2;;;;;;;;17;119.365.605.523.561
612157;1;1;17;50;1;5;;;;;;;;;;;;;;;;17;145.000.412.777.313
612157;1;2;17;50;1;6;ACOSTADA-VE TELEVISION;2;2;2;2;;;2;;;;;;;;17;145.000.412.777.313
612158;1;1;17;50;1;6;CAMINAR;2;2;2;2;;;2;;;;;;;;17;167.583.689.327.134
612159;1;1;17;50;1;2;;1;;;;;;;;;;;;;;17;14.781.930.930.322
612160;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;259.039.767.576.706
612160;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;259.039.767.576.706
612160;1;3;17;50;3;4;;2;2;2;2;;;2;;;;;;;;17;259.039.767.576.706
612160;1;4;17;50;4;6;JUGANDO CON LOS AMIGOS;2;2;2;2;;;2;;;;;;;;17;259.039.767.576.706
612160;1;5;17;50;5;1;;;;;;;;;;;;;;;;17;259.039.767.576.706
612160;1;6;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;259.039.767.576.706
612161;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;19.038.599.527.431
612161;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;19.038.599.527.431
612161;1;3;17;50;3;1;;;;;;;;;;;;;;;;17;19.038.599.527.431
612162;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;188.869.614.864.428
612162;1;2;17;50;2;6;ESTUVO INCAPACITADA;2;1;;;;;;;;;;;;;17;188.869.614.864.428
612162;1;3;17;50;3;3;;2;2;2;2;;;2;;;;;;;;17;188.869.614.864.428
612163;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;175.483.588.659.008
612163;1;2;17;50;2;4;;2;2;2;1;2;;;;;;;;;1;17;175.483.588.659.008
612164;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;150.445.351.381.814
612164;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;150.445.351.381.814
612165;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;151.327.716.970.223
612165;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;151.327.716.970.223
612165;1;3;17;50;3;4;;2;2;2;1;2;;;;;;;;;1;17;151.327.716.970.223
612165;1;5;17;50;2;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;17;151.327.716.970.223
612166;1;1;17;50;1;6;DILIGENCIAS PARA LA PENSION;2;2;2;2;;;1;9;;;;;;;17;179.394.117.181.663
612166;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;179.394.117.181.663
612166;1;3;17;50;3;1;;;;;;;;;;;;;;;;17;179.394.117.181.663
612167;1;1;17;50;1;6;VISITANDO ORFANATO;2;2;2;2;;;2;;;;;;;;17;145.134.049.283.618
612168;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;20.190.456.983.978
612168;1;2;17;50;2;4;;2;2;2;2;;;1;10;;;;;;;17;20.190.456.983.978
612168;1;3;17;50;3;1;;;;;;;;;;;;;;;;17;20.190.456.983.978
612169;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;174.240.290.483.991
612169;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;174.240.290.483.991
612170;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;231.804.781.695.615
612170;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;231.804.781.695.615
612170;2;1;17;50;1;1;;;;;;;;;;;;;;;;17;231.804.781.695.615
612170;2;2;17;50;2;1;;;;;;;;;;;;;;;;17;231.804.781.695.615
612170;2;4;17;50;4;2;;2;2;2;1;1;;;;;;;;;1;17;231.804.781.695.615
612170;2;5;17;50;5;6;VIENDO TELEVISION;2;2;2;2;;;1;11;;;;;;;17;231.804.781.695.615
612171;1;1;17;50;1;6;ESTUVO EN VACACIONES;2;1;;;;;;;;;;;;;17;854.399.996.929.603
612171;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;854.399.996.929.603
612171;1;3;17;50;3;1;;;;;;;;;;;;;;;;17;854.399.996.929.603
612171;1;4;17;50;4;1;;;;;;;;;;;;;;;;17;854.399.996.929.603
612172;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;175.349.952.152.703
612172;1;2;17;50;2;4;;2;2;2;2;;;2;;;;;;;;17;175.349.952.152.703
612172;1;4;17;50;1;5;;;;;;;;;;;;;;;;17;175.349.952.152.703
612173;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;188.869.614.864.428
612173;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;188.869.614.864.428
612173;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;188.869.614.864.428
612174;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;18.221.301.370.757
612174;1;2;17;50;1;6;VIENDO TELEVISION;2;2;2;2;;;1;4;;2;;1;9;1;17;18.221.301.370.757
612175;1;1;17;50;1;2;;2;2;2;1;1;;;;;;;;;1;17;169.880.434.441.781
612175;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;169.880.434.441.781
612175;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;169.880.434.441.781
612176;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;136.094.274.339.741
612176;1;2;17;50;2;1;;;;;;;;;;;;;;;;17;136.094.274.339.741
612176;1;3;17;50;2;3;;2;2;2;2;;;2;;;;;;;;17;136.094.274.339.741
612177;1;1;17;50;1;1;;;;;;;;;;;;;;;;17;201.648.096.767.537
